-0.90203,1.39253,0
-0.20481,1.62583,0
-0.03223,1.32498,0
-0.62202,0.27778,1
1.53668,-0.34790,1
1.74687,0.44469,1
-1.75024,-0.17932,0
0.72440,-0.26728,0
0.09384,1.13278,0
1.37522,-1.21515,1
1.16848,-0.98066,1
0.38909,0.60520,0
0.56251,-0.07644,0
-1.61459,0.26420,0
-0.53624,-0.14211,1
-0.29965,-0.76025,1
0.95675,-1.51662,1
-0.07586,1.27657,0
0.05474,-1.26715,1
-0.89362,1.68296,0
-0.64535,1.53942,0
0.43177,0.44774,0
-0.36398,1.49471,0
-1.67290,-0.35225,0
0.11405,1.18304,0
0.92739,-1.16450,1
0.00101,1.33376,0
0.19840,1.06665,0
1.68436,0.20834,1
0.14387,1.01526,0
-0.54592,1.45435,0
1.07429,-1.14447,1
1.71195,0.26044,1
1.44308,-0.68593,1
1.52202,-0.81677,1
-1.73170,-0.60160,0
1.36085,-0.93046,1
-1.45575,1.21125,0
-1.28678,1.25253,0
1.33413,-0.91062,1
-0.50594,-0.07681,1
-0.58991,0.07300,1
1.78246,-0.22390,1
0.45347,0.38707,0
-0.80962,1.50471,0
0.38585,0.78257,0
-0.56659,-0.26263,1
-0.09993,1.45900,0
1.63510,-0.29538,1
-0.20980,-0.84015,1
-1.64718,-0.58985,0
-0.43553,-0.95166,1
-0.49459,-0.82897,1
-0.63740,1.31180,0
0.02318,1.22942,0
1.42337,-0.62100,1
1.40698,-0.69460,1
-0.53837,0.14651,1
1.73715,0.58302,1
0.09600,-1.48444,1
-0.42833,-0.33902,1
-1.16297,1.36597,0
-1.47271,0.94751,0
-0.28278,1.62837,0
0.26272,0.47240,0
0.54247,-0.26556,0
-0.15031,-1.08081,1
-0.53917,0.27185,1
-0.60676,1.53368,0
-1.29843,1.18252,0
-0.71056,1.31704,0
-1.56272,0.38561,0
1.55755,-0.43357,1
0.86738,-1.45903,1
1.26557,-1.24472,1
-0.52907,-0.40100,1
0.46869,0.37499,0
-0.50933,-0.46339,1
-1.70487,-0.24125,0
-0.43859,-0.70389,1
0.78717,-1.22948,1
-1.74559,0.10866,0
-1.60075,0.66851,0
-0.20794,-0.78256,1
1.75686,0.00780,1
0.56402,0.41893,0
-1.47846,0.58308,0
-0.09948,-1.10489,1
1.68642,-0.41208,1
-0.33853,1.41517,0
-1.62762,-0.54084,0
-0.07221,1.32916,0
1.08191,-1.06763,1
1.59660,-0.41853,1
0.76232,-1.54417,1
-0.49842,0.44245,1
1.69166,0.08421,1
1.72707,0.37525,1
0.46979,-1.60401,1
1.40949,-1.08100,1
-1.45766,0.87445,0
0.22118,0.74289,0
-1.73563,0.11268,0
0.66546,-1.55376,1
0.54151,-0.25077,0
-1.27008,1.29616,0
-1.57774,0.36436,0
0.56643,-1.29327,1
0.52352,-0.15049,0
-0.56219,-0.26959,1
0.65017,-0.44459,0
0.83989,-1.39129,1
-1.39379,0.73471,0
-1.03579,1.23457,0
-0.84758,1.51859,0
1.17000,-1.30109,1
-1.69954,0.35386,0
-0.11873,-0.94402,1
-0.53472,1.16476,0
-0.92652,1.33561,0
-1.32796,0.90370,0
-1.67957,-0.17684,0
0.47965,-1.53997,1
0.91933,-1.45259,1
0.38759,-1.44306,1
-1.61632,0.27063,0
1.41455,-0.71236,1
0.38083,-1.45495,1
1.13270,-1.37375,1
0.52894,-0.08625,0
0.06661,1.17187,0
-1.65090,0.23384,0
1.60452,-0.53234,1
-0.71947,0.53074,1
-0.22411,-0.80130,1
0.24452,1.06247,0
-0.30924,-0.87351,1
0.52446,0.04044,0
1.27732,-1.33997,1
-0.58008,0.34214,1
0.57676,-1.67403,1
0.04666,-1.31908,1
-0.56025,-0.31793,1
1.67523,-0.33033,1
-1.00326,1.25573,0
0.48163,0.30592,0
-0.24366,1.25135,0
1.01292,-1.35217,1
-0.48479,-0.20728,1
-1.27941,0.57225,0
-0.65186,1.34957,0
0.22332,0.98019,0
-1.42164,0.93840,0
-0.34980,1.37592,0
0.26944,0.87435,0
0.60834,-0.25175,0
1.33525,-1.00339,1
-0.58327,1.50444,0
0.54280,-1.78070,1
-0.08338,-0.96727,1
1.59459,-0.08354,1
0.04131,0.99470,0
-0.22144,-0.72673,1
-0.52475,-0.43544,1
1.40391,-1.12924,1
0.60952,0.08549,0
-0.86028,1.40601,0
-0.19031,-0.83617,1
0.58498,-0.36116,0
-0.85077,1.42556,0
0.31495,0.81475,0
-0.89705,1.51305,0
-1.16854,1.39267,0
0.67168,0.01715,0
1.77781,0.26094,1
0.30582,-1.53358,1
-1.56537,0.21055,0
-1.63216,-0.35324,0
-1.29734,1.09625,0
-0.64970,1.63352,0
0.36085,-1.35293,1
0.79322,-1.53739,1
0.77711,-1.51188,1
0.17369,-1.41240,1
0.46442,-1.58966,1
-0.62776,0.35720,1
0.36162,0.74237,0
1.34596,-0.68418,1
0.21014,1.07471,0
0.04148,-1.22222,1
-1.37785,1.04811,0
-0.14828,-1.26822,1
0.29545,-1.51886,1
1.63348,0.12868,1
-1.41662,0.77396,0
0.02666,-1.40400,1
0.17564,-1.19923,1
-1.44261,1.10693,0
0.32596,-1.46854,1
-0.16487,1.20011,0
